id,text,encodedText,percentage,status,grantReference,grantCategory
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1904676,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1904684,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1904691,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1904696,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1906174,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1906229,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1907625,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1907672,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1907703,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1908249,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1908281,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1908330,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1909343,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1910304,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1910982,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1911410,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1911760,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1912023,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1912034,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1912077,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1912087,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1912096,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1912098,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1912330,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1912377,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1912405,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1912481,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1912534,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1912551,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1913686,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1913714,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1913760,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1914069,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1915284,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1915765,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1916104,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1916144,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1916148,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1916654,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1916664,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1916670,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1916676,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1916678,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1916681,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1916683,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917468,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917473,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917478,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917484,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917485,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917508,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917509,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917731,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917737,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917741,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917777,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917793,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917802,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917835,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917842,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917957,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917961,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917970,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917976,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917984,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1917992,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1918347,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1918722,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1922655,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1922829,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1922850,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1922887,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1923039,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1923057,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1923152,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1923238,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1923258,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1923299,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1923368,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1923439,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1923556,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1923565,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1923599,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1923609,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1923649,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1923672,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1924077,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1924389,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1924515,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1924548,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1924556,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1924625,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1924945,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1924967,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1924999,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925366,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925400,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925402,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925404,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925421,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925463,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925602,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925603,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925605,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925674,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925734,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925771,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925865,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925871,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925922,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925929,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925939,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925955,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1925961,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1926009,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1926018,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1926054,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1926065,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1926125,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1926128,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1926130,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1926184,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1926245,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1926324,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1926333,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1926352,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1926354,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1926357,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1926368,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1926642,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1926832,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1926833,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1927040,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1927131,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1927184,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1927185,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1927357,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1927460,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1927609,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1927756,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1928014,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1928093,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1928259,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1928265,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1928288,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1928302,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1928308,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1928335,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1928480,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1928486,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1928497,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1928521,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1928944,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1929061,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1929079,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1929096,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1929129,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1929203,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1929238,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1929290,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1929702,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1929718,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1929783,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1929792,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1929804,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1929827,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1930364,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1930500,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1930733,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1930761,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1930783,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1930852,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1930890,Studentship
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,1930960,Studentship
